u,v,a(m2=10000kg),a(m2=20000kg),a(m2=30000kg),a(m2=40000kg),a(m2=50000kg)
-50,24.4,-2.78002527,-1.390012635,-0.92667509,-0.695006317,-0.556005054
-50,24.6,-2.78002527,-1.390012635,-0.92667509,-0.695006317,-0.556005054
-50,24.8,-2.78002527,-1.390012635,-0.92667509,-0.695006317,-0.556005054
-50,25,-2.78002527,-1.390012635,-0.92667509,-0.695006317,-0.556005054
-50,25.2,-2.78002527,-1.390012635,-0.92667509,-0.695006317,-0.556005054
-50,25.4,-2.78002527,-1.390012635,-0.92667509,-0.695006317,-0.556005054
-50,25.6,-2.78002527,-1.390012635,-0.92667509,-0.695006317,-0.556005054
-50,25.8,-2.78002527,-1.390012635,-0.92667509,-0.695006317,-0.556005054
-50,26,-2.78002527,-1.390012635,-0.92667509,-0.695006317,-0.556005054
-50,26.2,-2.78002527,-1.390012635,-0.92667509,-0.695006317,-0.556005054
-50,26.4,-2.78002527,-1.390012635,-0.92667509,-0.695006317,-0.556005054
-50,26.6,-2.78002527,-1.390012635,-0.92667509,-0.695006317,-0.556005054
-50,26.8,-2.78002527,-1.390012635,-0.92667509,-0.695006317,-0.556005054
-50,27,-2.78002527,-1.390012635,-0.92667509,-0.695006317,-0.556005054
-50,27.2,-2.78002527,-1.390012635,-0.92667509,-0.695006317,-0.556005054
-50,27.4,-2.78002527,-1.390012635,-0.92667509,-0.695006317,-0.556005054
-50,27.6,-2.78002527,-1.390012635,-0.92667509,-0.695006317,-0.556005054
-50,27.8,-2.78002527,-1.390012635,-0.92667509,-0.695006317,-0.556005054
-50,28,-2.78002527,-1.390012635,-0.92667509,-0.695006317,-0.556005054
-50,28.2,-2.78002527,-1.390012635,-0.92667509,-0.695006317,-0.556005054
-50,28.4,-2.78002527,-1.390012635,-0.92667509,-0.695006317,-0.556005054
-50,28.6,-2.78002527,-1.390012635,-0.92667509,-0.695006317,-0.556005054
-50,28.8,-2.78002527,-1.390012635,-0.92667509,-0.695006317,-0.556005054
-50,29,-2.78002527,-1.390012635,-0.92667509,-0.695006317,-0.556005054
-50,29.2,-2.78002527,-1.390012635,-0.92667509,-0.695006317,-0.556005054
-50,29.4,-2.78002527,-1.390012635,-0.92667509,-0.695006317,-0.556005054
-50,29.6,-2.78002527,-1.390012635,-0.92667509,-0.695006317,-0.556005054
-50,29.8,-2.78002527,-1.390012635,-0.92667509,-0.695006317,-0.556005054
-50,30,-2.78002527,-1.390012635,-0.92667509,-0.695006317,-0.556005054
-40,0,-2.023526735,-1.011763368,-0.674508912,-0.505881684,-0.404705347
-40,0.2,-2.035267354,-1.017633677,-0.678422451,-0.508816838,-0.407053471
-40,0.4,-2.023486134,-1.011743067,-0.674495378,-0.505871534,-0.404697227
-40,0.6,-2.096767729,-1.048383864,-0.698922576,-0.524191932,-0.419353546
-40,0.8,-2.038337307,-1.019168653,-0.679445769,-0.509584327,-0.407667461
-40,1,-2.068483059,-1.034241529,-0.689494353,-0.517120765,-0.413696612
-40,1.2,-2.083758653,-1.041879327,-0.694586218,-0.520939663,-0.416751731
-40,1.4,-2.090427497,-1.045213748,-0.696809166,-0.522606874,-0.418085499
-40,1.6,-2.093088767,-1.046544384,-0.697696256,-0.523272192,-0.418617753
-40,1.8,-2.094462831,-1.047231415,-0.698154277,-0.523615708,-0.418892566
-40,2,-2.094549687,-1.047274843,-0.698183229,-0.523637422,-0.418909937
-40,2.2,-2.094012887,-1.047006444,-0.698004296,-0.523503222,-0.418802577
-40,2.4,-2.085980652,-1.042990326,-0.695326884,-0.521495163,-0.41719613
-40,2.6,-2.173715358,-1.086857679,-0.724571786,-0.543428839,-0.434743072
-40,2.8,-2.221290747,-1.110645374,-0.740430249,-0.555322687,-0.444258149
-40,3,-2.242594078,-1.121297039,-0.747531359,-0.560648519,-0.448518816
-40,3.2,-2.251272955,-1.125636478,-0.750424318,-0.562818239,-0.450254591
-40,3.4,-2.24732738,-1.12366369,-0.749109127,-0.561831845,-0.449465476
-40,3.6,-2.260982573,-1.130491286,-0.753660858,-0.565245643,-0.452196515
-40,3.8,-2.209655928,-1.104827964,-0.736551976,-0.552413982,-0.441931186
-40,4,-2.187547032,-1.093773516,-0.729182344,-0.546886758,-0.437509406
-40,4.2,-2.167094074,-1.083547037,-0.722364691,-0.541773518,-0.433418815
-40,4.4,-2.168168292,-1.084084146,-0.722722764,-0.542042073,-0.433633658
-40,4.6,-2.16924251,-1.084621255,-0.723080837,-0.542310627,-0.433848502
-40,4.8,-2.170316728,-1.085158364,-0.723438909,-0.542579182,-0.434063346
-40,5,-2.2271024,-1.1135512,-0.742367467,-0.5567756,-0.44542048
-40,5.2,-2.217158129,-1.108579064,-0.73905271,-0.554289532,-0.443431626
-40,5.4,-2.215336121,-1.107668061,-0.738445374,-0.55383403,-0.443067224
-40,5.6,-2.213514113,-1.106757057,-0.737838038,-0.553378528,-0.442702823
-40,5.8,-2.211692105,-1.105846053,-0.737230702,-0.552923026,-0.442338421
-40,6,-2.209870097,-1.104935049,-0.736623366,-0.552467524,-0.441974019
-40,6.2,-2.155186279,-1.07759314,-0.718395426,-0.53879657,-0.431037256
-40,6.4,-2.126022561,-1.063011281,-0.708674187,-0.53150564,-0.425204512
-40,6.6,-2.097008631,-1.048504316,-0.699002877,-0.524252158,-0.419401726
-40,6.8,-2.093014899,-1.046507449,-0.697671633,-0.523253725,-0.41860298
-40,7,-2.059032344,-1.029516172,-0.686344115,-0.514758086,-0.411806469
-40,7.2,-1.969396166,-0.984698083,-0.656465389,-0.492349041,-0.393879233
-40,7.4,-1.913195981,-0.95659799,-0.637731994,-0.478298995,-0.382639196
-40,7.6,-1.8815668,-0.9407834,-0.627188933,-0.4703917,-0.37631336
-40,7.8,-1.858348321,-0.929174161,-0.61944944,-0.46458708,-0.371669664
-40,8,-1.847681703,-0.923840851,-0.615893901,-0.461920426,-0.369536341
-40,8.2,-1.847354446,-0.923677223,-0.615784815,-0.461838611,-0.369470889
-40,8.4,-1.901529899,-0.950764949,-0.6338433,-0.475382475,-0.38030598
-40,8.6,-1.919579768,-0.959789884,-0.639859923,-0.479894942,-0.383915954
-40,8.8,-1.93675066,-0.96837533,-0.645583553,-0.484187665,-0.387350132
-40,9,-1.936149643,-0.968074822,-0.645383214,-0.484037411,-0.387229929
-40,9.2,-1.908040596,-0.954020298,-0.636013532,-0.477010149,-0.381608119
-40,9.4,-1.990611359,-0.995305679,-0.66353712,-0.49765284,-0.398122272
-40,9.6,-1.92058264,-0.96029132,-0.640194213,-0.48014566,-0.384116528
-40,9.8,-1.971345632,-0.985672816,-0.657115211,-0.492836408,-0.394269126
-40,10,-1.976807158,-0.988403579,-0.658935719,-0.49420179,-0.395361432
-40,10.2,-2.019356728,-1.009678364,-0.673118909,-0.504839182,-0.403871346
-40,10.4,-1.988825204,-0.994412602,-0.662941735,-0.497206301,-0.397765041
-40,10.6,-1.986834008,-0.993417004,-0.662278003,-0.496708502,-0.397366802
-40,10.8,-1.940369476,-0.970184738,-0.646789825,-0.485092369,-0.388073895
-40,11,-1.984766018,-0.992383009,-0.661588673,-0.496191504,-0.396953204
-40,11.2,-1.999975816,-0.999987908,-0.666658605,-0.499993954,-0.399995163
-40,11.4,-1.992370917,-0.996185459,-0.664123639,-0.498092729,-0.398474183
-40,11.6,-1.996173367,-0.998086683,-0.665391122,-0.499043342,-0.399234673
-40,11.8,-1.994272142,-0.997136071,-0.664757381,-0.498568035,-0.398854428
-40,12,-1.995222754,-0.997611377,-0.665074251,-0.498805689,-0.399044551
-40,12.2,-1.994747448,-0.997373724,-0.664915816,-0.498686862,-0.39894949
-40,12.4,-1.994985101,-0.997492551,-0.664995034,-0.498746275,-0.39899702
-40,12.6,-1.994866275,-0.997433137,-0.664955425,-0.498716569,-0.398973255
-40,12.8,-1.994925688,-0.997462844,-0.664975229,-0.498731422,-0.398985138
-40,13,-1.994895981,-0.997447991,-0.664965327,-0.498723995,-0.398979196
-40,13.2,-1.994910835,-0.997455417,-0.664970278,-0.498727709,-0.398982167
-40,13.4,-1.994903408,-0.997451704,-0.664967803,-0.498725852,-0.398980682
-40,13.6,-1.994907121,-0.997453561,-0.66496904,-0.49872678,-0.398981424
-40,13.8,-1.994905265,-0.997452632,-0.664968422,-0.498726316,-0.398981053
-40,14,-1.994906193,-0.997453096,-0.664968731,-0.498726548,-0.398981239
-40,14.2,-1.994905729,-0.997452864,-0.664968576,-0.498726432,-0.398981146
-40,14.4,-1.994905961,-0.99745298,-0.664968654,-0.49872649,-0.398981192
-40,14.6,-1.994905845,-0.997452922,-0.664968615,-0.498726461,-0.398981169
-40,14.8,-1.994905903,-0.997452951,-0.664968634,-0.498726476,-0.398981181
-40,15,-1.994905874,-0.997452937,-0.664968625,-0.498726468,-0.398981175
-40,15.2,-2.020696346,-1.010348173,-0.673565449,-0.505174087,-0.404139269
-40,15.4,-2.00780111,-1.003900555,-0.669267037,-0.501950277,-0.401560222
-40,15.6,-2.014248728,-1.007124364,-0.671416243,-0.503562182,-0.402849746
-40,15.8,-2.011024919,-1.005512459,-0.67034164,-0.50275623,-0.402204984
-40,16,-2.012636823,-1.006318412,-0.670878941,-0.503159206,-0.402527365
-40,16.2,-2.011830871,-1.005915436,-0.67061029,-0.502957718,-0.402366174
-40,16.4,-2.012233847,-1.006116924,-0.670744616,-0.503058462,-0.402446769
-40,16.6,-2.012032359,-1.00601618,-0.670677453,-0.50300809,-0.402406472
-40,16.8,-1.963221507,-0.981610753,-0.654407169,-0.490805377,-0.392644301
-40,17,-1.987626933,-0.993813467,-0.662542311,-0.496906733,-0.397525387
-40,17.2,-1.97542422,-0.98771211,-0.65847474,-0.493856055,-0.395084844
-40,17.4,-1.981525576,-0.990762788,-0.660508525,-0.495381394,-0.396305115
-40,17.6,-1.978474898,-0.989237449,-0.659491633,-0.494618725,-0.39569498
-40,17.8,-1.980000237,-0.990000119,-0.660000079,-0.495000059,-0.396000047
-40,18,-1.979237568,-0.989618784,-0.659745856,-0.494809392,-0.395847514
-40,18.2,-1.979618903,-0.989809451,-0.659872968,-0.494904726,-0.395923781
-40,18.4,-1.977506772,-0.988753386,-0.659168924,-0.494376693,-0.395501354
-40,18.6,-1.976799167,-0.988399584,-0.658933056,-0.494199792,-0.395359833
-40,18.8,-1.976091562,-0.988045781,-0.658697187,-0.494022891,-0.395218312
-40,19,-1.976445365,-0.988222682,-0.658815122,-0.494111341,-0.395289073
-40,19.2,-1.976268464,-0.988134232,-0.658756155,-0.494067116,-0.395253693
-40,19.4,-1.976356914,-0.988178457,-0.658785638,-0.494089229,-0.395271383
-40,19.6,-1.976312689,-0.988156344,-0.658770896,-0.494078172,-0.395262538
-40,19.8,-1.976334802,-0.988167401,-0.658778267,-0.4940837,-0.39526696
-40,20,-1.976312689,-0.988156344,-0.658770896,-0.494078172,-0.395262538
-40,20.2,-1.976312689,-0.988156344,-0.658770896,-0.494078172,-0.395262538
-40,20.4,-1.976312689,-0.988156344,-0.658770896,-0.494078172,-0.395262538
-40,20.6,-1.976312689,-0.988156344,-0.658770896,-0.494078172,-0.395262538
-40,20.8,-1.976312689,-0.988156344,-0.658770896,-0.494078172,-0.395262538
-40,21,-1.976312689,-0.988156344,-0.658770896,-0.494078172,-0.395262538
-40,21.2,-1.976312689,-0.988156344,-0.658770896,-0.494078172,-0.395262538
-40,21.4,-1.976312689,-0.988156344,-0.658770896,-0.494078172,-0.395262538
-40,21.6,-1.976312689,-0.988156344,-0.658770896,-0.494078172,-0.395262538
-40,21.8,-1.976312689,-0.988156344,-0.658770896,-0.494078172,-0.395262538
-40,22,-1.976312689,-0.988156344,-0.658770896,-0.494078172,-0.395262538
-40,22.2,-1.976312689,-0.988156344,-0.658770896,-0.494078172,-0.395262538
-40,22.4,-1.976312689,-0.988156344,-0.658770896,-0.494078172,-0.395262538
-40,22.6,-1.976312689,-0.988156344,-0.658770896,-0.494078172,-0.395262538
-40,22.8,-1.976312689,-0.988156344,-0.658770896,-0.494078172,-0.395262538
-40,23,-1.976312689,-0.988156344,-0.658770896,-0.494078172,-0.395262538
-40,23.2,-1.976312689,-0.988156344,-0.658770896,-0.494078172,-0.395262538
-40,23.4,-1.976312689,-0.988156344,-0.658770896,-0.494078172,-0.395262538
-40,23.6,-1.976312689,-0.988156344,-0.658770896,-0.494078172,-0.395262538
-40,23.8,-1.976312689,-0.988156344,-0.658770896,-0.494078172,-0.395262538
-40,24,-1.976312689,-0.988156344,-0.658770896,-0.494078172,-0.395262538
-40,24.2,-1.976312689,-0.988156344,-0.658770896,-0.494078172,-0.395262538
-40,24.4,-1.976312689,-0.988156344,-0.658770896,-0.494078172,-0.395262538
-40,24.6,-1.976312689,-0.988156344,-0.658770896,-0.494078172,-0.395262538
-40,24.8,-1.976312689,-0.988156344,-0.658770896,-0.494078172,-0.395262538
-40,25,-1.976312689,-0.988156344,-0.658770896,-0.494078172,-0.395262538
-40,25.2,-1.976312689,-0.988156344,-0.658770896,-0.494078172,-0.395262538
-40,25.4,-1.976312689,-0.988156344,-0.658770896,-0.494078172,-0.395262538
-40,25.6,-1.976312689,-0.988156344,-0.658770896,-0.494078172,-0.395262538
-40,25.8,-1.976312689,-0.988156344,-0.658770896,-0.494078172,-0.395262538
-40,26,-1.976312689,-0.988156344,-0.658770896,-0.494078172,-0.395262538
-40,26.2,-1.976312689,-0.988156344,-0.658770896,-0.494078172,-0.395262538
-40,26.4,-1.976312689,-0.988156344,-0.658770896,-0.494078172,-0.395262538
-40,26.6,-1.976312689,-0.988156344,-0.658770896,-0.494078172,-0.395262538
-40,26.8,-1.976312689,-0.988156344,-0.658770896,-0.494078172,-0.395262538
-40,27,-1.976312689,-0.988156344,-0.658770896,-0.494078172,-0.395262538
-40,27.2,-1.976312689,-0.988156344,-0.658770896,-0.494078172,-0.395262538
-40,27.4,-1.976312689,-0.988156344,-0.658770896,-0.494078172,-0.395262538
-40,27.6,-1.976312689,-0.988156344,-0.658770896,-0.494078172,-0.395262538
-40,27.8,-1.976312689,-0.988156344,-0.658770896,-0.494078172,-0.395262538
-40,28,-1.976312689,-0.988156344,-0.658770896,-0.494078172,-0.395262538
-40,28.2,-1.976312689,-0.988156344,-0.658770896,-0.494078172,-0.395262538
-40,28.4,-1.976312689,-0.988156344,-0.658770896,-0.494078172,-0.395262538
-40,28.6,-1.976312689,-0.988156344,-0.658770896,-0.494078172,-0.395262538
-40,28.8,-1.976312689,-0.988156344,-0.658770896,-0.494078172,-0.395262538
-40,29,-1.976312689,-0.988156344,-0.658770896,-0.494078172,-0.395262538
-40,29.2,-1.976312689,-0.988156344,-0.658770896,-0.494078172,-0.395262538
-40,29.4,-1.976312689,-0.988156344,-0.658770896,-0.494078172,-0.395262538
-40,29.6,-1.976312689,-0.988156344,-0.658770896,-0.494078172,-0.395262538
-40,29.8,-1.976312689,-0.988156344,-0.658770896,-0.494078172,-0.395262538
-40,30,-1.976312689,-0.988156344,-0.658770896,-0.494078172,-0.395262538
-35,0,-1.354323083,-0.677161541,-0.451441028,-0.338580771,-0.270864617
-35,0.2,-1.354323083,-0.677161541,-0.451441028,-0.338580771,-0.270864617
-35,0.4,-1.353929341,-0.67696467,-0.45130978,-0.338482335,-0.270785868
-35,0.6,-1.318299054,-0.659149527,-0.439433018,-0.329574764,-0.263659811
-35,0.8,-1.381605394,-0.690802697,-0.460535131,-0.345401349,-0.276321079
-35,1,-1.384780261,-0.692390131,-0.46159342,-0.346195065,-0.276956052
-35,1.2,-1.305045313,-0.652522657,-0.435015104,-0.326261328,-0.261009063
-35,1.4,-1.370107175,-0.685053588,-0.456702392,-0.342526794,-0.274021435
-35,1.6,-1.381618654,-0.690809327,-0.460539551,-0.345404664,-0.276323731
-35,1.8,-1.44541623,-0.722708115,-0.48180541,-0.361354057,-0.289083246
-35,2,-1.446807879,-0.723403939,-0.482269293,-0.36170197,-0.289361576
-35,2.2,-1.483171431,-0.741585716,-0.494390477,-0.370792858,-0.296634286
-35,2.4,-1.489715192,-0.744857596,-0.496571731,-0.372428798,-0.297943038
-35,2.6,-1.528844749,-0.764422374,-0.509614916,-0.382211187,-0.30576895
-35,2.8,-1.521761551,-0.760880775,-0.50725385,-0.380440388,-0.30435231
-35,3,-1.516603915,-0.758301958,-0.505534638,-0.379150979,-0.303320783
-35,3.2,-1.500995813,-0.750497907,-0.500331938,-0.375248953,-0.300199163
-35,3.4,-1.480517508,-0.740258754,-0.493505836,-0.370129377,-0.296103502
-35,3.6,-1.476548703,-0.738274352,-0.492182901,-0.369137176,-0.295309741
-35,3.8,-1.473323289,-0.736661644,-0.491107763,-0.368330822,-0.294664658
-35,4,-1.515690215,-0.757845107,-0.505230072,-0.378922554,-0.303138043
-35,4.2,-1.582352794,-0.791176397,-0.527450931,-0.395588198,-0.316470559
-35,4.4,-1.625581252,-0.812790626,-0.541860417,-0.406395313,-0.32511625
-35,4.6,-1.65133419,-0.825667095,-0.55044473,-0.412833547,-0.330266838
-35,4.8,-1.670970794,-0.835485397,-0.556990265,-0.417742699,-0.334194159
-35,5,-1.671544635,-0.835772318,-0.557181545,-0.417886159,-0.334308927
-35,5.2,-1.653657315,-0.826828658,-0.551219105,-0.413414329,-0.330731463
-35,5.4,-1.678366802,-0.839183401,-0.559455601,-0.419591701,-0.33567336
-35,5.6,-1.679094764,-0.839547382,-0.559698255,-0.419773691,-0.335818953
-35,5.8,-1.679822726,-0.839911363,-0.559940909,-0.419955682,-0.335964545
-35,6,-1.680550688,-0.840275344,-0.560183563,-0.420137672,-0.336110138
-35,6.2,-1.68127865,-0.840639325,-0.560426217,-0.420319662,-0.33625573
-35,6.4,-1.731731837,-0.865865918,-0.577243946,-0.432932959,-0.346346367
-35,6.6,-1.740446398,-0.870223199,-0.580148799,-0.435111599,-0.34808928
-35,6.8,-1.74853457,-0.874267285,-0.582844857,-0.437133643,-0.349706914
-35,7,-1.748479693,-0.874239847,-0.582826564,-0.437119923,-0.349695939
-35,7.2,-1.646700884,-0.823350442,-0.548900295,-0.411675221,-0.329340177
-35,7.4,-1.615009426,-0.807504713,-0.538336475,-0.403752356,-0.323001885
-35,7.6,-1.612984928,-0.806492464,-0.537661643,-0.403246232,-0.322596986
-35,7.8,-1.574873453,-0.787436727,-0.524957818,-0.393718363,-0.314974691
-35,8,-1.645117663,-0.822558831,-0.548372554,-0.411279416,-0.329023533
-35,8.2,-1.609995558,-0.804997779,-0.536665186,-0.402498889,-0.321999112
-35,8.4,-1.606473314,-0.803236657,-0.535491105,-0.401618328,-0.321294663
-35,8.6,-1.596091804,-0.798045902,-0.532030601,-0.399022951,-0.319218361
-35,8.8,-1.601282559,-0.80064128,-0.533760853,-0.40032064,-0.320256512
-35,9,-1.598687182,-0.799343591,-0.532895727,-0.399671795,-0.319737436
-35,9.2,-1.59998487,-0.799992435,-0.53332829,-0.399996218,-0.319996974
-35,9.4,-1.619561286,-0.809780643,-0.539853762,-0.404890322,-0.323912257
-35,9.6,-1.620292537,-0.810146268,-0.540097512,-0.405073134,-0.324058507
-35,9.8,-1.620513885,-0.810256942,-0.540171295,-0.405128471,-0.324102777
-35,10,-1.620735233,-0.810367616,-0.540245078,-0.405183808,-0.324147047
-35,10.2,-1.620956581,-0.81047829,-0.54031886,-0.405239145,-0.324191316
-35,10.4,-1.621177929,-0.810588964,-0.540392643,-0.405294482,-0.324235586
-35,10.6,-1.621067255,-0.810533627,-0.540355752,-0.405266814,-0.324213451
-35,10.8,-1.621122592,-0.810561296,-0.540374197,-0.405280648,-0.324224518
-35,11,-1.621094923,-0.810547462,-0.540364974,-0.405273731,-0.324218985
-35,11.2,-1.621108758,-0.810554379,-0.540369586,-0.405277189,-0.324221752
-35,11.4,-1.62110184,-0.81055092,-0.54036728,-0.40527546,-0.324220368
-35,11.6,-1.621105299,-0.810552649,-0.540368433,-0.405276325,-0.32422106
-35,11.8,-1.62110357,-0.810551785,-0.540367857,-0.405275892,-0.324220714
-35,12,-1.621104434,-0.810552217,-0.540368145,-0.405276109,-0.324220887
-35,12.2,-1.621104002,-0.810552001,-0.540368001,-0.405276001,-0.3242208
-35,12.4,-1.621104218,-0.810552109,-0.540368073,-0.405276055,-0.324220844
-35,12.6,-1.62110411,-0.810552055,-0.540368037,-0.405276028,-0.324220822
-35,12.8,-1.621104164,-0.810552082,-0.540368055,-0.405276041,-0.324220833
-35,13,-1.621104137,-0.810552069,-0.540368046,-0.405276034,-0.324220827
-35,13.2,-1.621104151,-0.810552075,-0.54036805,-0.405276038,-0.32422083
-35,13.4,-1.621104144,-0.810552072,-0.540368048,-0.405276036,-0.324220829
-35,13.6,-1.621104147,-0.810552074,-0.540368049,-0.405276037,-0.324220829
-35,13.8,-1.621104146,-0.810552073,-0.540368049,-0.405276036,-0.324220829
-35,14,-1.621104146,-0.810552073,-0.540368049,-0.405276037,-0.324220829
-35,14.2,-1.621104146,-0.810552073,-0.540368049,-0.405276036,-0.324220829
-35,14.4,-1.621104146,-0.810552073,-0.540368049,-0.405276037,-0.324220829
-35,14.6,-1.621104146,-0.810552073,-0.540368049,-0.405276037,-0.324220829
-35,14.8,-1.621104146,-0.810552073,-0.540368049,-0.405276037,-0.324220829
-35,15,-1.621104146,-0.810552073,-0.540368049,-0.405276037,-0.324220829
-35,15.2,-1.621104146,-0.810552073,-0.540368049,-0.405276037,-0.324220829
-35,15.4,-1.621104146,-0.810552073,-0.540368049,-0.405276037,-0.324220829
-35,15.6,-1.621104146,-0.810552073,-0.540368049,-0.405276037,-0.324220829
-35,15.8,-1.621104146,-0.810552073,-0.540368049,-0.405276037,-0.324220829
-35,16,-1.621104146,-0.810552073,-0.540368049,-0.405276037,-0.324220829
-35,16.2,-1.621104146,-0.810552073,-0.540368049,-0.405276037,-0.324220829
-35,16.4,-1.621104146,-0.810552073,-0.540368049,-0.405276037,-0.324220829
-35,16.6,-1.621104146,-0.810552073,-0.540368049,-0.405276037,-0.324220829
-35,16.8,-1.621104146,-0.810552073,-0.540368049,-0.405276037,-0.324220829
-35,17,-1.621104146,-0.810552073,-0.540368049,-0.405276037,-0.324220829
-35,17.2,-1.621104146,-0.810552073,-0.540368049,-0.405276037,-0.324220829
-35,17.4,-1.621104146,-0.810552073,-0.540368049,-0.405276037,-0.324220829
-35,17.6,-1.621104146,-0.810552073,-0.540368049,-0.405276037,-0.324220829
-35,17.8,-1.621104146,-0.810552073,-0.540368049,-0.405276037,-0.324220829
-35,18,-1.621104146,-0.810552073,-0.540368049,-0.405276037,-0.324220829
-35,18.2,-1.621104146,-0.810552073,-0.540368049,-0.405276037,-0.324220829
-35,18.4,-1.621104146,-0.810552073,-0.540368049,-0.405276037,-0.324220829
-35,18.6,-1.621104146,-0.810552073,-0.540368049,-0.405276037,-0.324220829
-35,18.8,-1.621104146,-0.810552073,-0.540368049,-0.405276037,-0.324220829
